"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,-86.022,98.480,1471.281019,-0.000000,0.744542,-0.000000
14 Mar 2023 04:01:00.000,-84.950,136.326,1471.217795,0.031974,0.460907,-0.002108
14 Mar 2023 04:02:00.000,-82.615,155.529,1471.028870,0.043734,0.213971,-0.004190
14 Mar 2023 04:03:00.000,-79.854,164.859,1470.716472,0.047761,0.111990,-0.006224
14 Mar 2023 04:04:00.000,-76.934,170.039,1470.284287,0.049464,0.066370,-0.008184
14 Mar 2023 04:05:00.000,-73.941,173.245,1469.737418,0.050324,0.042954,-0.010047
14 Mar 2023 04:06:00.000,-70.908,175.383,1469.082323,0.050820,0.029547,-0.011791
14 Mar 2023 04:07:00.000,-67.852,176.886,1468.326743,0.051135,0.021217,-0.013396
14 Mar 2023 04:08:00.000,-64.781,177.981,1467.479617,0.051351,0.015711,-0.014843
14 Mar 2023 04:09:00.000,-61.698,178.802,1466.550970,0.051510,0.011893,-0.016114
14 Mar 2023 04:10:00.000,-58.607,179.427,1465.551805,0.051633,0.009142,-0.017194
14 Mar 2023 04:11:00.000,-55.509,179.910,1464.493973,0.051732,0.007099,-0.018070
14 Mar 2023 04:12:00.000,-52.406,-179.713,1463.390032,0.051816,0.005544,-0.018731
14 Mar 2023 04:13:00.000,-49.298,-179.419,1462.253106,0.051888,0.004335,-0.019169
14 Mar 2023 04:14:00.000,-46.186,-179.189,1461.096723,0.051953,0.003380,-0.019379
14 Mar 2023 04:15:00.000,-43.070,-179.011,1459.934663,0.052010,0.002614,-0.019358
14 Mar 2023 04:16:00.000,-39.951,-178.874,1458.780787,0.052063,0.001994,-0.019106
14 Mar 2023 04:17:00.000,-36.829,-178.771,1457.648879,0.052111,0.001486,-0.018626
14 Mar 2023 04:18:00.000,-33.705,-178.695,1456.552473,0.052155,0.001069,-0.017923
14 Mar 2023 04:19:00.000,-30.578,-178.642,1455.504697,0.052195,0.000723,-0.017005
14 Mar 2023 04:20:00.000,-27.448,-178.608,1454.518110,0.052231,0.000437,-0.015883
14 Mar 2023 04:21:00.000,-24.317,-178.590,1453.604551,0.052264,0.000201,-0.014571
14 Mar 2023 04:22:00.000,-21.183,-178.584,1452.774992,0.052293,0.000006,-0.013083
