"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,45.017,-55.510,1460.660546,-0.051975,0.003073,-0.019399
14 Mar 2023 04:01:00.000,41.900,-55.348,1459.499933,-0.052030,0.002366,-0.019291
14 Mar 2023 04:02:00.000,38.780,-55.225,1458.352695,-0.052081,0.001791,-0.018953
14 Mar 2023 04:03:00.000,35.657,-55.132,1457.232541,-0.052128,0.001320,-0.018388
14 Mar 2023 04:04:00.000,32.532,-55.066,1456.152874,-0.052170,0.000931,-0.017603
14 Mar 2023 04:05:00.000,29.403,-55.020,1455.126624,-0.052209,0.000610,-0.016607
14 Mar 2023 04:06:00.000,26.273,-54.993,1454.166099,-0.052244,0.000343,-0.015412
14 Mar 2023 04:07:00.000,23.141,-54.979,1453.282828,-0.052275,0.000123,-0.014032
14 Mar 2023 04:08:00.000,20.007,-54.978,1452.487425,-0.052303,-0.000057,-0.012483
14 Mar 2023 04:09:00.000,16.871,-54.987,1451.789454,-0.052327,-0.000203,-0.010784
14 Mar 2023 04:10:00.000,13.734,-55.003,1451.197318,-0.052347,-0.000320,-0.008955
14 Mar 2023 04:11:00.000,10.596,-55.025,1450.718148,-0.052363,-0.000409,-0.007018
14 Mar 2023 04:12:00.000,7.458,-55.052,1450.357718,-0.052375,-0.000473,-0.004997
14 Mar 2023 04:13:00.000,4.318,-55.083,1450.120374,-0.052383,-0.000514,-0.002915
14 Mar 2023 04:14:00.000,1.178,-55.115,1450.008979,-0.052386,-0.000533,-0.000798
14 Mar 2023 04:15:00.000,-1.962,-55.147,1450.024876,-0.052386,-0.000531,0.001328
14 Mar 2023 04:16:00.000,-5.101,-55.179,1450.167873,-0.052381,-0.000506,0.003439
14 Mar 2023 04:17:00.000,-8.241,-55.208,1450.436246,-0.052372,-0.000459,0.005508
14 Mar 2023 04:18:00.000,-11.379,-55.234,1450.826758,-0.052359,-0.000389,0.007510
14 Mar 2023 04:19:00.000,-14.517,-55.255,1451.334701,-0.052342,-0.000293,0.009422
14 Mar 2023 04:20:00.000,-17.654,-55.270,1451.953955,-0.052321,-0.000170,0.011221
14 Mar 2023 04:21:00.000,-20.789,-55.276,1452.677063,-0.052296,-0.000015,0.012884
14 Mar 2023 04:22:00.000,-23.922,-55.272,1453.495322,-0.052268,0.000174,0.014393
14 Mar 2023 04:23:00.000,-27.054,-55.255,1454.398895,-0.052235,0.000405,0.015728
14 Mar 2023 04:24:00.000,-30.184,-55.224,1455.376927,-0.052199,0.000684,0.016875
14 Mar 2023 04:25:00.000,-33.311,-55.173,1456.417680,-0.052160,0.001021,0.017819
14 Mar 2023 04:26:00.000,-36.436,-55.101,1457.508678,-0.052116,0.001429,0.018550
14 Mar 2023 04:27:00.000,-39.559,-55.001,1458.636856,-0.052069,0.001924,0.019058
14 Mar 2023 04:28:00.000,-42.678,-54.869,1459.788722,-0.052017,0.002529,0.019339
14 Mar 2023 04:29:00.000,-45.794,-54.696,1460.950515,-0.051960,0.003274,0.019389
14 Mar 2023 04:30:00.000,-48.907,-54.474,1462.108373,-0.051897,0.004203,0.019208
14 Mar 2023 04:31:00.000,-52.015,-54.189,1463.248499,-0.051826,0.005375,0.018798
14 Mar 2023 04:32:00.000,-55.119,-53.824,1464.357322,-0.051743,0.006880,0.018165
14 Mar 2023 04:33:00.000,-58.217,-53.356,1465.421660,-0.051646,0.008852,0.017315
14 Mar 2023 04:34:00.000,-61.309,-52.750,1466.428876,-0.051527,0.011497,0.016261
