"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,67.277,28.921,1468.174477,-0.051181,0.020013,-0.013681
14 Mar 2023 04:01:00.000,64.203,29.957,1467.311259,-0.051384,0.014890,-0.015095
14 Mar 2023 04:02:00.000,61.118,30.735,1466.368514,-0.051535,0.011309,-0.016332
14 Mar 2023 04:03:00.000,58.026,31.331,1465.357414,-0.051653,0.008713,-0.017374
14 Mar 2023 04:04:00.000,54.927,31.792,1464.289954,-0.051749,0.006776,-0.018210
14 Mar 2023 04:05:00.000,51.823,32.151,1463.178810,-0.051830,0.005294,-0.018830
14 Mar 2023 04:06:00.000,48.714,32.432,1462.037192,-0.051901,0.004139,-0.019226
14 Mar 2023 04:07:00.000,45.602,32.651,1460.878689,-0.051964,0.003223,-0.019393
14 Mar 2023 04:08:00.000,42.485,32.821,1459.717108,-0.052020,0.002488,-0.019329
14 Mar 2023 04:09:00.000,39.366,32.951,1458.566309,-0.052072,0.001891,-0.019034
14 Mar 2023 04:10:00.000,36.243,33.049,1457.440040,-0.052119,0.001402,-0.018511
14 Mar 2023 04:11:00.000,33.118,33.120,1456.351774,-0.052162,0.000999,-0.017767
14 Mar 2023 04:12:00.000,29.991,33.169,1455.314542,-0.052202,0.000665,-0.016810
14 Mar 2023 04:13:00.000,26.861,33.200,1454.340781,-0.052238,0.000390,-0.015651
14 Mar 2023 04:14:00.000,23.729,33.216,1453.442175,-0.052270,0.000161,-0.014304
14 Mar 2023 04:15:00.000,20.595,33.219,1452.629522,-0.052298,-0.000026,-0.012786
14 Mar 2023 04:16:00.000,17.460,33.212,1451.912592,-0.052323,-0.000178,-0.011113
14 Mar 2023 04:17:00.000,14.323,33.197,1451.300014,-0.052343,-0.000300,-0.009307
14 Mar 2023 04:18:00.000,11.185,33.176,1450.799165,-0.052360,-0.000394,-0.007389
14 Mar 2023 04:19:00.000,8.047,33.149,1450.416079,-0.052373,-0.000463,-0.005381
14 Mar 2023 04:20:00.000,4.907,33.120,1450.155376,-0.052381,-0.000508,-0.003309
14 Mar 2023 04:21:00.000,1.767,33.088,1450.020199,-0.052386,-0.000531,-0.001197
14 Mar 2023 04:22:00.000,-1.372,33.055,1450.012179,-0.052386,-0.000533,0.000930
14 Mar 2023 04:23:00.000,-4.512,33.024,1450.131413,-0.052382,-0.000512,0.003045
14 Mar 2023 04:24:00.000,-7.652,32.994,1450.376461,-0.052374,-0.000470,0.005124
14 Mar 2023 04:25:00.000,-10.790,32.967,1450.744370,-0.052362,-0.000404,0.007141
14 Mar 2023 04:26:00.000,-13.928,32.945,1451.230703,-0.052346,-0.000313,0.009071
14 Mar 2023 04:27:00.000,-17.065,32.929,1451.829600,-0.052325,-0.000195,0.010893
14 Mar 2023 04:28:00.000,-20.201,32.921,1452.533848,-0.052301,-0.000047,0.012583
14 Mar 2023 04:29:00.000,-23.335,32.923,1453.334970,-0.052273,0.000136,0.014122
14 Mar 2023 04:30:00.000,-26.467,32.937,1454.223333,-0.052242,0.000358,0.015491
14 Mar 2023 04:31:00.000,-29.597,32.966,1455.188263,-0.052206,0.000628,0.016675
14 Mar 2023 04:32:00.000,-32.725,33.012,1456.218178,-0.052168,0.000953,0.017658
14 Mar 2023 04:33:00.000,-35.850,33.080,1457.300728,-0.052125,0.001347,0.018429
14 Mar 2023 04:34:00.000,-38.973,33.174,1458.422947,-0.052078,0.001824,0.018980
14 Mar 2023 04:35:00.000,-42.093,33.300,1459.571411,-0.052027,0.002406,0.019304
14 Mar 2023 04:36:00.000,-45.210,33.464,1460.732397,-0.051971,0.003122,0.019398
14 Mar 2023 04:37:00.000,-48.323,33.677,1461.892050,-0.051909,0.004012,0.019260
14 Mar 2023 04:38:00.000,-51.432,33.949,1463.036546,-0.051840,0.005133,0.018892
14 Mar 2023 04:39:00.000,-54.537,34.297,1464.152261,-0.051760,0.006567,0.018300
14 Mar 2023 04:40:00.000,-57.636,34.744,1465.225928,-0.051666,0.008438,0.017491
14 Mar 2023 04:41:00.000,-60.730,35.320,1466.244796,-0.051551,0.010936,0.016474
14 Mar 2023 04:42:00.000,-63.815,36.072,1467.196775,-0.051406,0.014369,0.015261
14 Mar 2023 04:43:00.000,-66.891,37.070,1468.070584,-0.051211,0.019256,0.013868
14 Mar 2023 04:44:00.000,-69.953,38.427,1468.855877,-0.050933,0.026528,0.012310
14 Mar 2023 04:45:00.000,-72.994,40.332,1469.543363,-0.050507,0.037988,0.010607
14 Mar 2023 04:46:00.000,-76.001,43.136,1470.124917,-0.049792,0.057447,0.008779
14 Mar 2023 04:47:00.000,-78.950,47.549,1470.593667,-0.048440,0.093957,0.006847
14 Mar 2023 04:48:00.000,-81.776,55.200,1470.944080,-0.045434,0.171993,0.004834
14 Mar 2023 04:49:00.000,-84.297,70.324,1471.172021,-0.037191,0.360805,0.002764
14 Mar 2023 04:50:00.000,-85.904,102.138,1471.274800,-0.012357,0.702172,0.000662
14 Mar 2023 04:51:00.000,-85.485,143.962,1471.251206,0.024550,0.577315,-0.001448
14 Mar 2023 04:52:00.000,-83.416,168.383,1471.101515,0.041362,0.269932,-0.003542
14 Mar 2023 04:53:00.000,-80.743,179.922,1470.827495,0.046876,0.135134,-0.005593
14 Mar 2023 04:54:00.000,-77.860,-173.932,1470.432378,0.049058,0.077339,-0.007578
14 Mar 2023 04:55:00.000,-74.884,-170.240,1469.920827,0.050108,0.048857,-0.009474
14 Mar 2023 04:56:00.000,-71.862,-167.829,1469.298885,0.050690,0.033047,-0.011258
14 Mar 2023 04:57:00.000,-68.812,-166.158,1468.573898,0.051049,0.023449,-0.012909
14 Mar 2023 04:58:00.000,-65.745,-164.952,1467.754440,0.051291,0.017216,-0.014408
14 Mar 2023 04:59:00.000,-62.665,-164.056,1466.850208,0.051465,0.012952,-0.015735
14 Mar 2023 05:00:00.000,-59.577,-163.376,1465.871911,0.051597,0.009915,-0.016877
14 Mar 2023 05:01:00.000,-56.481,-162.853,1464.831149,0.051703,0.007679,-0.017818
14 Mar 2023 05:02:00.000,-53.379,-162.446,1463.740274,0.051791,0.005989,-0.018547
