"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,67.277,-131.960,1468.174477,0.051181,0.020013,0.013681
14 Mar 2023 04:01:00.000,70.337,-130.548,1468.947950,0.050889,0.027688,0.012104
14 Mar 2023 04:02:00.000,73.374,-128.553,1469.622528,0.050437,0.039882,0.010384
14 Mar 2023 04:03:00.000,76.376,-125.597,1470.190237,0.049668,0.060816,0.008541
14 Mar 2023 04:04:00.000,79.314,-120.896,1470.644371,0.048188,0.100677,0.006598
14 Mar 2023 04:05:00.000,82.117,-112.624,1470.979571,0.044816,0.187425,0.004576
14 Mar 2023 04:06:00.000,84.571,-95.994,1471.191879,0.035322,0.398393,0.002501
14 Mar 2023 04:07:00.000,85.979,-61.637,1471.278791,0.007535,0.728788,0.000396
14 Mar 2023 04:08:00.000,85.287,-21.043,1471.239282,-0.027831,0.529631,-0.001713
14 Mar 2023 04:09:00.000,83.099,1.147,1471.073818,-0.042414,0.245511,-0.003803
14 Mar 2023 04:10:00.000,80.388,11.724,1470.784351,-0.047261,0.125123,-0.005847
14 Mar 2023 04:11:00.000,77.489,17.455,1470.374296,-0.049232,0.072653,-0.007822
14 Mar 2023 04:12:00.000,74.506,20.940,1469.848494,-0.050199,0.046361,-0.009706
14 Mar 2023 04:13:00.000,71.480,23.236,1469.213154,-0.050744,0.031578,-0.011474
14 Mar 2023 04:14:00.000,68.427,24.836,1468.475783,-0.051085,0.022518,-0.013107
14 Mar 2023 04:15:00.000,65.358,25.996,1467.645101,-0.051316,0.016591,-0.014585
14 Mar 2023 04:16:00.000,62.277,26.861,1466.730940,-0.051483,0.012514,-0.015890
14 Mar 2023 04:17:00.000,59.187,27.518,1465.744128,-0.051612,0.009596,-0.017006
14 Mar 2023 04:18:00.000,56.091,28.025,1464.696366,-0.051715,0.007440,-0.017921
14 Mar 2023 04:19:00.000,52.988,28.420,1463.600093,-0.051801,0.005806,-0.018623
14 Mar 2023 04:20:00.000,49.881,28.728,1462.468335,-0.051875,0.004541,-0.019104
14 Mar 2023 04:21:00.000,46.770,28.968,1461.314558,-0.051941,0.003543,-0.019357
14 Mar 2023 04:22:00.000,43.655,29.155,1460.152507,-0.052000,0.002746,-0.019380
14 Mar 2023 04:23:00.000,40.537,29.299,1458.996040,-0.052053,0.002101,-0.019171
14 Mar 2023 04:24:00.000,37.416,29.409,1457.858968,-0.052102,0.001574,-0.018733
14 Mar 2023 04:25:00.000,34.291,29.489,1456.754886,-0.052147,0.001141,-0.018071
14 Mar 2023 04:26:00.000,31.165,29.546,1455.697008,-0.052187,0.000783,-0.017193
14 Mar 2023 04:27:00.000,28.036,29.583,1454.698014,-0.052225,0.000487,-0.016109
14 Mar 2023 04:28:00.000,24.904,29.604,1453.769888,-0.052258,0.000242,-0.014831
14 Mar 2023 04:29:00.000,21.771,29.612,1452.923775,-0.052288,0.000040,-0.013375
14 Mar 2023 04:30:00.000,18.637,29.609,1452.169847,-0.052314,-0.000125,-0.011758
14 Mar 2023 04:31:00.000,15.500,29.597,1451.517174,-0.052336,-0.000258,-0.009999
14 Mar 2023 04:32:00.000,12.363,29.577,1450.973613,-0.052354,-0.000362,-0.008120
14 Mar 2023 04:33:00.000,9.225,29.553,1450.545714,-0.052369,-0.000440,-0.006144
14 Mar 2023 04:34:00.000,6.085,29.524,1450.238635,-0.052379,-0.000494,-0.004093
14 Mar 2023 04:35:00.000,2.946,29.493,1450.056077,-0.052385,-0.000525,-0.001993
14 Mar 2023 04:36:00.000,-0.194,29.461,1450.000244,-0.052387,-0.000535,0.000131
14 Mar 2023 04:37:00.000,-3.334,29.428,1450.071808,-0.052384,-0.000523,0.002254
14 Mar 2023 04:38:00.000,-6.473,29.397,1450.269906,-0.052378,-0.000488,0.004350
14 Mar 2023 04:39:00.000,-9.612,29.369,1450.592149,-0.052367,-0.000431,0.006392
14 Mar 2023 04:40:00.000,-12.751,29.345,1451.034652,-0.052352,-0.000350,0.008358
14 Mar 2023 04:41:00.000,-15.888,29.327,1451.592080,-0.052333,-0.000243,0.010224
14 Mar 2023 04:42:00.000,-19.024,29.316,1452.257720,-0.052311,-0.000106,0.011966
14 Mar 2023 04:43:00.000,-22.159,29.314,1453.023556,-0.052284,0.000063,0.013564
14 Mar 2023 04:44:00.000,-25.291,29.323,1453.880378,-0.052254,0.000270,0.014999
14 Mar 2023 04:45:00.000,-28.422,29.346,1454.817885,-0.052220,0.000521,0.016253
14 Mar 2023 04:46:00.000,-31.551,29.385,1455.824822,-0.052183,0.000824,0.017313
14 Mar 2023 04:47:00.000,-34.678,29.445,1456.889109,-0.052141,0.001190,0.018165
14 Mar 2023 04:48:00.000,-37.801,29.529,1457.997994,-0.052096,0.001634,0.018800
14 Mar 2023 04:49:00.000,-40.922,29.642,1459.138205,-0.052047,0.002173,0.019210
14 Mar 2023 04:50:00.000,-44.040,29.791,1460.296113,-0.051993,0.002835,0.019390
14 Mar 2023 04:51:00.000,-47.155,29.984,1461.457891,-0.051933,0.003654,0.019339
14 Mar 2023 04:52:00.000,-50.266,30.232,1462.609687,-0.051867,0.004681,0.019057
14 Mar 2023 04:53:00.000,-53.372,30.549,1463.737781,-0.051791,0.005986,0.018549
14 Mar 2023 04:54:00.000,-56.474,30.956,1464.828754,-0.051703,0.007675,0.017820
14 Mar 2023 04:55:00.000,-59.570,31.479,1465.869642,-0.051597,0.009909,0.016879
14 Mar 2023 04:56:00.000,-62.658,32.159,1466.848092,-0.051465,0.012944,0.015738
14 Mar 2023 04:57:00.000,-65.738,33.054,1467.752503,-0.051291,0.017205,0.014411
14 Mar 2023 04:58:00.000,-68.806,34.259,1468.572162,-0.051050,0.023432,0.012913
14 Mar 2023 04:59:00.000,-71.855,35.928,1469.297371,-0.050691,0.033020,0.011262
14 Mar 2023 05:00:00.000,-74.878,38.338,1469.919553,-0.050109,0.048811,0.009479
14 Mar 2023 05:01:00.000,-77.853,42.025,1470.431359,-0.049062,0.077251,0.007583
14 Mar 2023 05:02:00.000,-80.737,48.164,1470.826743,-0.046883,0.134946,0.005598
14 Mar 2023 05:03:00.000,-83.410,59.685,1471.101039,-0.041382,0.269471,0.003546
14 Mar 2023 05:04:00.000,-85.481,84.065,1471.251011,-0.024612,0.576467,0.001453
14 Mar 2023 05:05:00.000,-85.906,125.872,1471.274889,0.012274,0.702742,-0.000657
14 Mar 2023 05:06:00.000,-84.302,157.732,1471.172393,0.037160,0.361443,-0.002760
14 Mar 2023 05:07:00.000,-81.782,172.881,1470.944730,0.045423,0.172253,-0.004830
14 Mar 2023 05:08:00.000,-78.956,-179.458,1470.594587,0.048435,0.094071,-0.006843
14 Mar 2023 05:09:00.000,-76.008,-175.040,1470.126097,0.049790,0.057505,-0.008775
14 Mar 2023 05:10:00.000,-73.000,-172.233,1469.544789,0.050506,0.038021,-0.010603
14 Mar 2023 05:11:00.000,-69.959,-170.326,1468.857532,0.050932,0.026548,-0.012307
14 Mar 2023 05:12:00.000,-66.898,-168.969,1468.072448,0.051210,0.019269,-0.013865
14 Mar 2023 05:13:00.000,-63.822,-167.970,1467.198827,0.051405,0.014378,-0.015258
14 Mar 2023 05:14:00.000,-60.737,-167.218,1466.247010,0.051551,0.010943,-0.016471
14 Mar 2023 05:15:00.000,-57.643,-166.641,1465.228280,0.051666,0.008443,-0.017489
14 Mar 2023 05:16:00.000,-54.544,-166.194,1464.154721,0.051760,0.006571,-0.018299
14 Mar 2023 05:17:00.000,-51.439,-165.845,1463.039086,0.051839,0.005136,-0.018891
14 Mar 2023 05:18:00.000,-48.330,-165.573,1461.894639,0.051909,0.004014,-0.019259
14 Mar 2023 05:19:00.000,-45.217,-165.361,1460.735005,0.051971,0.003124,-0.019398
14 Mar 2023 05:20:00.000,-42.100,-165.196,1459.574007,0.052027,0.002407,-0.019305
14 Mar 2023 05:21:00.000,-38.980,-165.070,1458.425499,0.052078,0.001825,-0.018981
14 Mar 2023 05:22:00.000,-35.857,-164.976,1457.303205,0.052125,0.001348,-0.018431
14 Mar 2023 05:23:00.000,-32.732,-164.908,1456.220552,0.052167,0.000954,-0.017660
14 Mar 2023 05:24:00.000,-29.604,-164.862,1455.190505,0.052206,0.000628,-0.016677
14 Mar 2023 05:25:00.000,-26.474,-164.833,1454.225416,0.052242,0.000359,-0.015494
14 Mar 2023 05:26:00.000,-23.342,-164.819,1453.336869,0.052273,0.000136,-0.014126
14 Mar 2023 05:27:00.000,-20.208,-164.817,1452.535540,0.052301,-0.000047,-0.012587
14 Mar 2023 05:28:00.000,-17.072,-164.825,1451.831065,0.052325,-0.000195,-0.010897
14 Mar 2023 05:29:00.000,-13.935,-164.840,1451.231923,0.052346,-0.000313,-0.009076
14 Mar 2023 05:30:00.000,-10.797,-164.863,1450.745330,0.052362,-0.000404,-0.007145
14 Mar 2023 05:31:00.000,-7.659,-164.889,1450.377151,0.052374,-0.000470,-0.005128
14 Mar 2023 05:32:00.000,-4.519,-164.919,1450.131822,0.052382,-0.000512,-0.003050
14 Mar 2023 05:33:00.000,-1.379,-164.951,1450.012304,0.052386,-0.000533,-0.000934
14 Mar 2023 05:34:00.000,1.760,-164.984,1450.020039,0.052386,-0.000531,0.001192
14 Mar 2023 05:35:00.000,4.900,-165.016,1450.154932,0.052381,-0.000508,0.003304
14 Mar 2023 05:36:00.000,8.040,-165.045,1450.415356,0.052373,-0.000463,0.005377
14 Mar 2023 05:37:00.000,11.178,-165.072,1450.798172,0.052360,-0.000394,0.007384
14 Mar 2023 05:38:00.000,14.316,-165.093,1451.298763,0.052343,-0.000300,0.009303
14 Mar 2023 05:39:00.000,17.453,-165.108,1451.911098,0.052323,-0.000179,0.011109
14 Mar 2023 05:40:00.000,20.588,-165.115,1452.627803,0.052298,-0.000026,0.012782
14 Mar 2023 05:41:00.000,23.722,-165.111,1453.440252,0.052270,0.000161,0.014301
14 Mar 2023 05:42:00.000,26.854,-165.096,1454.338677,0.052238,0.000389,0.015648
14 Mar 2023 05:43:00.000,29.984,-165.065,1455.312283,0.052202,0.000665,0.016807
