"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,-22.553,-19.865,1453.126578,-0.052281,0.000087,0.013754
14 Mar 2023 04:01:00.000,-25.686,-19.854,1453.994140,-0.052250,0.000299,0.015167
14 Mar 2023 04:02:00.000,-28.816,-19.829,1454.941023,-0.052216,0.000556,0.016398
14 Mar 2023 04:03:00.000,-31.945,-19.787,1455.955856,-0.052178,0.000866,0.017432
14 Mar 2023 04:04:00.000,-35.071,-19.725,1457.026469,-0.052136,0.001241,0.018257
14 Mar 2023 04:05:00.000,-38.194,-19.638,1458.140035,-0.052090,0.001696,0.018864
14 Mar 2023 04:06:00.000,-41.315,-19.521,1459.283229,-0.052040,0.002249,0.019245
14 Mar 2023 04:07:00.000,-44.433,-19.367,1460.442386,-0.051986,0.002929,0.019396
14 Mar 2023 04:08:00.000,-47.547,-19.167,1461.603669,-0.051925,0.003771,0.019316
14 Mar 2023 04:09:00.000,-50.657,-18.911,1462.753232,-0.051858,0.004828,0.019005
14 Mar 2023 04:10:00.000,-53.763,-18.584,1463.877385,-0.051781,0.006174,0.018469
14 Mar 2023 04:11:00.000,-56.864,-18.164,1464.962757,-0.051691,0.007922,0.017713
14 Mar 2023 04:12:00.000,-59.959,-17.624,1465.996453,-0.051582,0.010240,0.016746
14 Mar 2023 04:13:00.000,-63.047,-16.921,1466.966207,-0.051446,0.013402,0.015581
14 Mar 2023 04:14:00.000,-66.125,-15.993,1467.860522,-0.051265,0.017860,0.014231
14 Mar 2023 04:15:00.000,-69.190,-14.740,1468.668807,-0.051013,0.024414,0.012713
14 Mar 2023 04:16:00.000,-72.237,-12.996,1469.381498,-0.050633,0.034582,0.011045
14 Mar 2023 04:17:00.000,-75.255,-10.463,1469.990168,-0.050011,0.051494,0.009246
14 Mar 2023 04:18:00.000,-78.222,-6.552,1470.487628,-0.048872,0.082358,0.007337
14 Mar 2023 04:19:00.000,-81.089,0.044,1470.868001,-0.046453,0.146055,0.005343
14 Mar 2023 04:20:00.000,-83.718,12.639,1471.126800,-0.040174,0.296806,0.003285
14 Mar 2023 04:21:00.000,-85.653,39.412,1471.260971,-0.020911,0.623215,0.001188
14 Mar 2023 04:22:00.000,-85.796,81.861,1471.268931,0.016786,0.666357,-0.000923
14 Mar 2023 04:23:00.000,-84.015,111.148,1471.150586,0.038777,0.327387,-0.003022
14 Mar 2023 04:24:00.000,-81.438,124.948,1470.907333,0.045969,0.158432,-0.005087
14 Mar 2023 04:25:00.000,-78.590,132.050,1470.542040,0.048664,0.087945,-0.007091
14 Mar 2023 04:26:00.000,-75.632,136.203,1470.059020,0.049905,0.054384,-0.009011
14 Mar 2023 04:27:00.000,-72.619,138.868,1469.463975,0.050571,0.036246,-0.010825
14 Mar 2023 04:28:00.000,-69.575,140.691,1468.763936,0.050973,0.025452,-0.012511
14 Mar 2023 04:29:00.000,-66.511,141.995,1467.967177,0.051238,0.018547,-0.014049
14 Mar 2023 04:30:00.000,-63.434,142.958,1467.083125,0.051426,0.013879,-0.015421
14 Mar 2023 04:31:00.000,-60.348,143.685,1466.122250,0.051567,0.010585,-0.016610
14 Mar 2023 04:32:00.000,-57.254,144.243,1465.095940,0.051679,0.008178,-0.017602
14 Mar 2023 04:33:00.000,-54.153,144.676,1464.016373,0.051770,0.006369,-0.018386
14 Mar 2023 04:34:00.000,-51.048,145.014,1462.896373,0.051849,0.004979,-0.018950
14 Mar 2023 04:35:00.000,-47.938,145.278,1461.749260,0.051917,0.003891,-0.019289
14 Mar 2023 04:36:00.000,-44.825,145.484,1460.588692,0.051978,0.003025,-0.019399
14 Mar 2023 04:37:00.000,-41.707,145.643,1459.428505,0.052034,0.002327,-0.019277
14 Mar 2023 04:38:00.000,-38.587,145.764,1458.282546,0.052084,0.001760,-0.018924
14 Mar 2023 04:39:00.000,-35.464,145.855,1457.164510,0.052130,0.001294,-0.018346
14 Mar 2023 04:40:00.000,-32.338,145.920,1456.087774,0.052173,0.000910,-0.017548
14 Mar 2023 04:41:00.000,-29.210,145.964,1455.065237,0.052211,0.000592,-0.016539
14 Mar 2023 04:42:00.000,-26.080,145.991,1454.109160,0.052246,0.000328,-0.015332
14 Mar 2023 04:43:00.000,-22.947,146.003,1453.231022,0.052277,0.000111,-0.013941
14 Mar 2023 04:44:00.000,-19.813,146.004,1452.441374,0.052304,-0.000067,-0.012382
14 Mar 2023 04:45:00.000,-16.677,145.995,1451.749713,0.052328,-0.000211,-0.010674
