"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
14 Mar 2023 04:00:00.000,-67.277,108.040,1468.174477,-0.051181,0.020013,0.013681
14 Mar 2023 04:01:00.000,-70.337,109.452,1468.947950,-0.050889,0.027688,0.012104
14 Mar 2023 04:02:00.000,-73.374,111.447,1469.622528,-0.050437,0.039882,0.010384
14 Mar 2023 04:03:00.000,-76.376,114.403,1470.190237,-0.049668,0.060816,0.008541
14 Mar 2023 04:04:00.000,-79.314,119.104,1470.644371,-0.048188,0.100677,0.006598
14 Mar 2023 04:05:00.000,-82.117,127.376,1470.979571,-0.044816,0.187425,0.004576
14 Mar 2023 04:06:00.000,-84.571,144.006,1471.191879,-0.035322,0.398393,0.002501
14 Mar 2023 04:07:00.000,-85.979,178.363,1471.278791,-0.007535,0.728788,0.000396
14 Mar 2023 04:08:00.000,-85.287,-141.043,1471.239282,0.027831,0.529631,-0.001713
14 Mar 2023 04:09:00.000,-83.099,-118.853,1471.073818,0.042414,0.245511,-0.003803
14 Mar 2023 04:10:00.000,-80.388,-108.276,1470.784351,0.047261,0.125123,-0.005847
14 Mar 2023 04:11:00.000,-77.489,-102.545,1470.374296,0.049232,0.072653,-0.007822
14 Mar 2023 04:12:00.000,-74.506,-99.060,1469.848494,0.050199,0.046361,-0.009706
14 Mar 2023 04:13:00.000,-71.480,-96.764,1469.213154,0.050744,0.031578,-0.011474
14 Mar 2023 04:14:00.000,-68.427,-95.164,1468.475783,0.051085,0.022518,-0.013107
14 Mar 2023 04:15:00.000,-65.358,-94.004,1467.645101,0.051316,0.016591,-0.014585
14 Mar 2023 04:16:00.000,-62.277,-93.139,1466.730940,0.051483,0.012514,-0.015890
14 Mar 2023 04:17:00.000,-59.187,-92.482,1465.744128,0.051612,0.009596,-0.017006
14 Mar 2023 04:18:00.000,-56.091,-91.975,1464.696366,0.051715,0.007440,-0.017921
14 Mar 2023 04:19:00.000,-52.988,-91.580,1463.600093,0.051801,0.005806,-0.018623
14 Mar 2023 04:20:00.000,-49.881,-91.272,1462.468335,0.051875,0.004541,-0.019104
14 Mar 2023 04:21:00.000,-46.770,-91.032,1461.314558,0.051941,0.003543,-0.019357
14 Mar 2023 04:22:00.000,-43.655,-90.845,1460.152507,0.052000,0.002746,-0.019380
14 Mar 2023 04:23:00.000,-40.537,-90.701,1458.996040,0.052053,0.002101,-0.019171
14 Mar 2023 04:24:00.000,-37.416,-90.591,1457.858968,0.052102,0.001574,-0.018733
14 Mar 2023 04:25:00.000,-34.291,-90.511,1456.754886,0.052147,0.001141,-0.018071
14 Mar 2023 04:26:00.000,-31.165,-90.454,1455.697009,0.052187,0.000783,-0.017193
14 Mar 2023 04:27:00.000,-28.036,-90.417,1454.698014,0.052225,0.000487,-0.016109
14 Mar 2023 04:28:00.000,-24.904,-90.396,1453.769888,0.052258,0.000242,-0.014831
14 Mar 2023 04:29:00.000,-21.771,-90.388,1452.923775,0.052288,0.000040,-0.013375
14 Mar 2023 04:30:00.000,-18.637,-90.391,1452.169847,0.052314,-0.000125,-0.011758
14 Mar 2023 04:31:00.000,-15.500,-90.403,1451.517174,0.052336,-0.000258,-0.009999
14 Mar 2023 04:32:00.000,-12.363,-90.423,1450.973613,0.052354,-0.000362,-0.008120
14 Mar 2023 04:33:00.000,-9.225,-90.447,1450.545714,0.052369,-0.000440,-0.006144
14 Mar 2023 04:34:00.000,-6.085,-90.476,1450.238635,0.052379,-0.000494,-0.004093
14 Mar 2023 04:35:00.000,-2.946,-90.507,1450.056077,0.052385,-0.000525,-0.001993
14 Mar 2023 04:36:00.000,0.194,-90.539,1450.000244,0.052387,-0.000535,0.000131
14 Mar 2023 04:37:00.000,3.334,-90.572,1450.071808,0.052384,-0.000523,0.002254
